VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
ZbzDGXEwtGc,6,15,965612,unverified,86,English,The airplane is flying in air

ZbzDGXEwtGc,6,15,799001,unverified,27,English,An airplane flying.

ZbzDGXEwtGc,6,15,521022,unverified,42,English,A South African airplane flying sideways in the sky.

ZbzDGXEwtGc,6,15,807741,unverified,224,English,"the Avión, airplane is flying high in the sky."

ZbzDGXEwtGc,6,15,707318,unverified,11,English,A plane is flying.

ZbzDGXEwtGc,6,15,318570,unverified,155,English,An aeroplane flying in the sky.

ZbzDGXEwtGc,6,15,403763,unverified,103,English,An aeroplane is flying.

ZbzDGXEwtGc,6,15,829808,unverified,50,English,An aeroplane is flying.

ZbzDGXEwtGc,6,15,371782,unverified,208,English,A flight is flying in the sky.

ZbzDGXEwtGc,6,15,418656,unverified,69,English,A South African flight is flying.

ZbzDGXEwtGc,6,15,257511,unverified,59,English,An airplane is flying with blue sky in the background.

ZbzDGXEwtGc,6,15,497691,unverified,50,English,AEROPLANE IS FLING IN MID-AIR.

ZbzDGXEwtGc,6,15,741585,unverified,20,English,An Airplane is flying in the air.

ZbzDGXEwtGc,6,15,553878,unverified,312,English,South African aeroplane js moving in the air

ZbzDGXEwtGc,6,15,599728,unverified,157,English,a plane is flying in air

ZbzDGXEwtGc,6,15,373663,unverified,68,English,A commercial jet if flying

ZbzDGXEwtGc,6,15,919506,unverified,37,English,an airplane flying in the sky.

ZbzDGXEwtGc,6,15,705358,unverified,54,English,An airoplane is flying in the sky

ZbzDGXEwtGc,6,15,169072,unverified,83,English,A flight is flying.

ZbzDGXEwtGc,6,15,467982,unverified,79,English,A clip showing an south african airline plane flying in air.

ZbzDGXEwtGc,6,15,776761,unverified,37,English,A South African airplane is flying.

ZbzDGXEwtGc,6,15,394339,unverified,311,English,an airplane flying in the sky

ZbzDGXEwtGc,6,15,948158,unverified,35,English,An airplane is flying through the air.

ZbzDGXEwtGc,6,15,408179,unverified,18,English,An airplane is flying.

ZbzDGXEwtGc,6,15,974128,unverified,110,English,An plane is flying in the sky.

ZbzDGXEwtGc,6,15,130040,unverified,30,English,a flying airplane

ZbzDGXEwtGc,6,15,977945,unverified,261,English,A airplane in the air

ZbzDGXEwtGc,6,15,279187,unverified,157,English,A south american plane takes a turn in air.

ZbzDGXEwtGc,6,15,762891,unverified,16,English,The plane is soaring through the air.

ZbzDGXEwtGc,6,15,566596,unverified,103,English,An avion airoplane is flying

ZbzDGXEwtGc,6,15,750723,unverified,61,English,a aeroplane is flying

ZbzDGXEwtGc,6,15,963466,unverified,68,English,A plain is fly in the sky.

ZbzDGXEwtGc,6,15,857450,unverified,53,English,Avion airplane

ZbzDGXEwtGc,6,15,242058,unverified,26,Polish,Lecący samolot

g36ho6UrBz0,5,20,588702,unverified,46,Slovene,Moški igra na kitaro.

g36ho6UrBz0,5,20,588702,unverified,42,Slovene,Moški igra na kitaro.

g36ho6UrBz0,5,20,553067,unverified,36,Dutch,Man zit buiten bij deur gitaar te spelen.

g36ho6UrBz0,5,20,553067,unverified,42,Dutch,Man speelt gitaar in de buitenlucht.

g36ho6UrBz0,5,20,408475,unverified,33,Dutch,Een man soleert op een gitaar.

g36ho6UrBz0,5,20,388403,unverified,32,German,Ein Mann spielt ein Lied auf der E-Gitarre.

g36ho6UrBz0,5,20,968828,unverified,51,German,Ein Strassenmusikant spielt Gitarre.

g36ho6UrBz0,5,20,550906,clean,28,English,a man playing a guitar outside his house

g36ho6UrBz0,5,20,625932,clean,37,English,A man is playing a guitar on the patio.

g36ho6UrBz0,5,20,772960,clean,139,English,A man is playing a guitar seated outside a restaurant.

g36ho6UrBz0,5,20,135621,clean,143,English,A man is playing a guitar while sitting down.

g36ho6UrBz0,5,20,280252,clean,33,English,A man is playing a guitar.

g36ho6UrBz0,5,20,922727,clean,20,English,A man is playing a guitar.

g36ho6UrBz0,5,20,257003,clean,106,English,A man is playing a guitar.

g36ho6UrBz0,5,20,135141,clean,53,English,A man is playing an acoustic guitar outdoors.

g36ho6UrBz0,5,20,888508,clean,28,English,A man is playing guitar.

g36ho6UrBz0,5,20,155632,clean,25,English,A man is playing the guitar.

g36ho6UrBz0,5,20,297776,clean,46,English,A man plays a guitar.

g36ho6UrBz0,5,20,215924,clean,224,English,A man plays guitar.

g36ho6UrBz0,5,20,275759,clean,49,English,A person is performing with his guitar.

g36ho6UrBz0,5,20,147492,clean,44,English,A seated man plays guitar.

g36ho6UrBz0,5,20,374994,clean,25,English,A sitting man is playing guitar.

g36ho6UrBz0,5,20,762891,clean,35,English,The man is playing the guitar.

g36ho6UrBz0,5,20,553931,clean,20,English,The man is plying his guitar on the patio.

g36ho6UrBz0,5,20,309959,clean,24,English,The man played his guitar.

g36ho6UrBz0,5,20,668575,unverified,53,English,A man is playing an electric guitar.

g36ho6UrBz0,5,20,395870,unverified,57,English,A man is playing guitar.

g36ho6UrBz0,5,20,471930,unverified,48,English,A man is playing guitar outside of a store.

g36ho6UrBz0,5,20,411294,unverified,24,English,The man is playing the guitar.

g36ho6UrBz0,5,20,651813,unverified,19,English,A man is playing a guitar.

g36ho6UrBz0,5,20,682611,unverified,61,English,A man is playing a guitar.

g36ho6UrBz0,5,20,760882,unverified,13,English,A man plays a guitar.

g36ho6UrBz0,5,20,696912,unverified,82,English,The man is playing music on a guitar sitting on a stool.

g36ho6UrBz0,5,20,252681,unverified,19,English,A man is playing guitar.

g36ho6UrBz0,5,20,394758,unverified,48,English,a man playing guitar

g36ho6UrBz0,5,20,132126,unverified,69,English,A man playing an instrument.

g36ho6UrBz0,5,20,134458,unverified,203,English,A man is playing  music through Fiddle

g36ho6UrBz0,5,20,339451,unverified,60,English,A man is playing the guitar.

g36ho6UrBz0,5,20,371782,unverified,109,English,A man playing guitar.

g36ho6UrBz0,5,20,584478,unverified,18,English,A man playing the guitar.

g36ho6UrBz0,5,20,418656,unverified,67,English,An old man is playing guitar.

g36ho6UrBz0,5,20,502429,unverified,44,English,A man is playing a guitar.

g36ho6UrBz0,5,20,435773,unverified,12,English,A man is playing a guitar.

g36ho6UrBz0,5,20,922727,unverified,22,English,A man is playing a guitar outside.

g36ho6UrBz0,5,20,157374,unverified,42,English,A man is enjoying himself as he plays the guitar.

g36ho6UrBz0,5,20,599728,unverified,60,English,A person is playing guitar righ now

g36ho6UrBz0,5,20,765277,unverified,50,English,A man playing electric gutar at a party.

g36ho6UrBz0,5,20,120123,unverified,42,English,A man playing his electric guitar at a home party outside.

g36ho6UrBz0,5,20,309415,unverified,19,English,a man playing a guitar

g36ho6UrBz0,5,20,844963,unverified,53,English,A man is playing a guitar.

g36ho6UrBz0,5,20,169605,unverified,21,English,A guy is playing guitar.

g36ho6UrBz0,5,20,169072,unverified,40,English,A man is playing a guitar.

g36ho6UrBz0,5,20,728190,unverified,73,English,A man is playing a guitar.

g36ho6UrBz0,5,20,617730,unverified,16,English,A man is playing a guitar outside.

g36ho6UrBz0,5,20,223451,unverified,29,English,A man is happily playing guitar

g36ho6UrBz0,5,20,383544,unverified,32,English,a man is playing a guitar

g36ho6UrBz0,5,20,394339,unverified,129,English,A man is playing the guitar.

g36ho6UrBz0,5,20,309959,unverified,17,English,The man played his guitar at the party.

g36ho6UrBz0,5,20,130040,unverified,55,English,A band is performing on a stage outside.

g36ho6UrBz0,5,20,662670,unverified,199,English,A man is sitting outdoors playing an electric guitar.

g36ho6UrBz0,5,20,628967,unverified,20,English,A man is playing a guitar outside.

g36ho6UrBz0,5,20,762891,unverified,16,English,The man is playing the guitar.

g36ho6UrBz0,5,20,464184,unverified,46,English,A man is playing the guitar.

g36ho6UrBz0,5,20,675312,unverified,121,English,A man is playing an electric guitar outside a home.

g36ho6UrBz0,5,20,965537,unverified,218,English,He is playing guitar and not interested in any drink

g36ho6UrBz0,5,20,807872,unverified,17,English,A man plays the guitar.

g36ho6UrBz0,5,20,963466,unverified,35,English,A man is playing violin.

g36ho6UrBz0,5,20,553931,unverified,20,English,A man strummed his guitar on his patio.

g36ho6UrBz0,5,20,818922,unverified,64,Hindi,एक आदमी घेतर बजा रहा है.

g36ho6UrBz0,5,20,294030,unverified,46,Spanish,Un hombre esta tocando la guitarra.

g36ho6UrBz0,5,20,429648,unverified,39,Spanish,Un hombre toca una guitarra en la calle

g36ho6UrBz0,5,20,421269,unverified,41,Polish,Starszy pan gra na gitarze.

g36ho6UrBz0,5,20,589431,unverified,26,Serbian,Čovek svira gitaru.

g36ho6UrBz0,5,20,733696,unverified,32,Tamil,ஒருவன் கிடார் வாசித்துக்கொண்டு இருக்கிறான்.

04Gt01vatkk,248,265,588702,unverified,68,Slovene,Punca z nožem naseklja čebulo.

04Gt01vatkk,248,265,968828,unverified,57,German,Eine Frau würfelt eine Zwiebel.

04Gt01vatkk,248,265,388403,unverified,40,German,Eine Frau zeigt wie Salsa zubereitet wird.

04Gt01vatkk,248,265,589431,unverified,53,Serbian,Žena seče luk i objašnjava šta radi.

04Gt01vatkk,248,265,180998,unverified,48,French,Une femme coupe un onion.

04Gt01vatkk,248,265,818922,unverified,81,Hindi,एक औरत करम की भाजी कट रही है.

04Gt01vatkk,248,265,429648,unverified,37,Spanish,Una linda cocinera parte una cebolla en cuadritos

04Gt01vatkk,248,265,866554,unverified,17,Spanish,Una mujer corta cebolla.

04Gt01vatkk,248,265,550906,clean,33,English,A woman cuts an oion.

04Gt01vatkk,248,265,280252,clean,39,English,A girl is cutting an onion.

04Gt01vatkk,248,265,155632,clean,30,English,A girl is cutting an onion.

04Gt01vatkk,248,265,257003,clean,96,English,A girl is cutting onion into small pieces.

04Gt01vatkk,248,265,135141,clean,36,English,A girl is dicing up an onion.

04Gt01vatkk,248,265,295615,clean,57,English,A woman chops a white onion.

04Gt01vatkk,248,265,297776,clean,39,English,A woman cuts and dices an onion.

04Gt01vatkk,248,265,374994,clean,62,English,A woman is chopping an onion into small pieces.

04Gt01vatkk,248,265,772960,clean,128,English,A woman is chopping an onion slice into fine pieces.

04Gt01vatkk,248,265,625932,clean,59,English,A woman is cutting onions.

04Gt01vatkk,248,265,922727,clean,57,English,A woman is slicing a onion.

04Gt01vatkk,248,265,275759,clean,305,English,A Woman is slicing some vegetables.

04Gt01vatkk,248,265,159786,clean,1231,English,A woman slices an onion.

04Gt01vatkk,248,265,215924,clean,101,English,An onion is chopped up.

04Gt01vatkk,248,265,762891,clean,40,English,The cook is dicing onions.

04Gt01vatkk,248,265,553931,clean,19,English,The girl is slicing an onion.

04Gt01vatkk,248,265,371782,unverified,173,English,A woman is cutting the tomato into pieces

04Gt01vatkk,248,265,202380,unverified,45,English,A woman is slicing an onion.

04Gt01vatkk,248,265,120123,unverified,30,English,A young woman cutting an onion to make salsa.

04Gt01vatkk,248,265,978992,unverified,29,English,A girl is chopping onions.

04Gt01vatkk,248,265,169605,unverified,12,English,A girl is slicing an onion.

04Gt01vatkk,248,265,748930,unverified,88,English,A lady is chopping onions.

04Gt01vatkk,248,265,807872,unverified,23,English,A woman cuts an onion.

04Gt01vatkk,248,265,488402,unverified,41,English,A woman cutting an onion.

04Gt01vatkk,248,265,132126,unverified,58,English,A woman in a red dress chopping tomatoes.

04Gt01vatkk,248,265,760882,unverified,145,English,A woman is chopping onions.

04Gt01vatkk,248,265,214410,unverified,33,English,A woman is chopping onions.

04Gt01vatkk,248,265,994422,unverified,19,English,A woman is chopping up onions.

04Gt01vatkk,248,265,651813,unverified,10,English,A woman is cutting an onion.

04Gt01vatkk,248,265,844963,unverified,64,English,A woman is cutting onions.

04Gt01vatkk,248,265,682611,unverified,16,English,A woman is dicing an onion.

04Gt01vatkk,248,265,252681,unverified,18,English,A woman is dicing an onion.

04Gt01vatkk,248,265,406601,unverified,790,English,A woman is slicing a salsa.

04Gt01vatkk,248,265,502429,unverified,232,English,A woman is slicing an onion.

04Gt01vatkk,248,265,435773,unverified,18,English,A woman is slicing an onion.

04Gt01vatkk,248,265,617730,unverified,33,English,A woman is slicing and chopping up an onion.

04Gt01vatkk,248,265,825347,unverified,16,English,A woman is slicing and dicing an onion

04Gt01vatkk,248,265,443302,unverified,469,English,A woman is slicing some tomatoes.

04Gt01vatkk,248,265,124709,unverified,61,English,A woman is slicing some vegetables

04Gt01vatkk,248,265,130040,unverified,57,English,A woman is slicing some vegitable.

04Gt01vatkk,248,265,668575,unverified,67,English,A woman is slicing then dicing an onion

04Gt01vatkk,248,265,169072,unverified,52,English,A woman is slicing vegetables.

04Gt01vatkk,248,265,309959,unverified,17,English,The girl sliced an onion.

04Gt01vatkk,248,265,553931,unverified,17,English,The girl sliced an onion.

04Gt01vatkk,248,265,411294,unverified,16,English,The lady is slicing onions.

04Gt01vatkk,248,265,762891,unverified,28,English,The woman is dicing an onion.

04Gt01vatkk,248,265,469096,unverified,15,English,Woman teaches on how to cook salsa.

04Gt01vatkk,248,265,519427,unverified,116,English,A lady is cutting onion with the knife.

04Gt01vatkk,248,265,675312,unverified,40,Russian,Девушка нарезает мелко лук.

04Gt01vatkk,248,265,242261,unverified,33,Russian,Девушка режет лук

04Gt01vatkk,248,265,421269,unverified,61,Polish,Dziewczyna kroi cebulę.

buJ5HDCinrM,150,166,588702,unverified,47,Slovene,Ženska si liči obraz.

buJ5HDCinrM,150,166,588702,unverified,29,Slovene,Ženska si liči obraz.

buJ5HDCinrM,150,166,968828,unverified,47,German,Eine Frau trägt Make Up auf.

buJ5HDCinrM,150,166,135621,clean,128,English,A woman is putting make up on her face.

buJ5HDCinrM,150,166,435773,clean,26,English,A woman is putting makeup on her face.

buJ5HDCinrM,150,166,922727,clean,50,English,A woman is putting on makeup.

buJ5HDCinrM,150,166,275759,clean,51,English,A woman is doing facial.

buJ5HDCinrM,150,166,825347,clean,12,English,A woman is applying makeup to her face.

buJ5HDCinrM,150,166,374994,clean,15,English,A woman is applying cosmetics to her face.

buJ5HDCinrM,150,166,297776,clean,39,English,A woman explains how to apply makeup.

buJ5HDCinrM,150,166,155632,clean,20,English,A woman is applying makeup.

buJ5HDCinrM,150,166,772960,clean,522,English,A woman applies a concealer to the lower portion of her right cheek and blends it using her fingers to get a chiseled look.

buJ5HDCinrM,150,166,550906,clean,26,English,a lady rubbing makeup on

buJ5HDCinrM,150,166,309959,clean,16,English,The lade applied foundation.

buJ5HDCinrM,150,166,295615,clean,46,English,A woman applies make up to her face.

buJ5HDCinrM,150,166,762891,clean,27,English,The woman is putting on makeup.

buJ5HDCinrM,150,166,625932,clean,46,English,A woman is applying makeup.

buJ5HDCinrM,150,166,553931,clean,35,English,A lady put foundation on her cheek.

buJ5HDCinrM,150,166,161407,unverified,111,English,A lady showing her face and putting makeup

buJ5HDCinrM,150,166,371782,unverified,132,English,A girl is standing .

buJ5HDCinrM,150,166,599728,unverified,97,English,a lady is doing make-up.

buJ5HDCinrM,150,166,948158,unverified,47,English,A woman applies makeup to her jaw line.

buJ5HDCinrM,150,166,309415,unverified,28,English,A woman demonstrates applying facial products.

buJ5HDCinrM,150,166,741585,unverified,28,English,A woman demonstrates how to put on make-up.

buJ5HDCinrM,150,166,919506,unverified,249,English,a woman telling how to do makeup to face.

buJ5HDCinrM,150,166,334439,unverified,99,English,A women showing how to makeup

buJ5HDCinrM,150,166,977945,unverified,161,English,Kim Kardashian Smokey Eyes

buJ5HDCinrM,150,166,154335,unverified,107,English,the girl is explaine the healthcare

buJ5HDCinrM,150,166,120198,unverified,43,English,woman instructing how to do makeup

buJ5HDCinrM,150,166,829808,unverified,41,English,A girl doing make up.

buJ5HDCinrM,150,166,728894,unverified,44,English,A girl illustration on applying makeup.

buJ5HDCinrM,150,166,130040,unverified,68,English,a kim kardashian mokey eyes

buJ5HDCinrM,150,166,394339,unverified,47,English,A Lady giving the beauty tips about the face.

buJ5HDCinrM,150,166,318570,unverified,194,English,a lady is doing make up on her face.

buJ5HDCinrM,150,166,963466,unverified,63,English,A lady is doing make-up.

buJ5HDCinrM,150,166,735417,unverified,81,English,A lady is giving tips on how to do the make up.

buJ5HDCinrM,150,166,554590,unverified,30,English,A woman applies make-up to her face.

buJ5HDCinrM,150,166,638934,unverified,13,English,A woman demonstrates how to apply makeup.

buJ5HDCinrM,150,166,467982,unverified,105,English,A woman doing some sort of makeup on her face.

buJ5HDCinrM,150,166,707318,unverified,23,English,A woman is applying face makeup.

buJ5HDCinrM,150,166,157374,unverified,47,English,A woman is applying face makeup.

buJ5HDCinrM,150,166,531524,unverified,370,English,A woman is applying make up on her face.

buJ5HDCinrM,150,166,682611,unverified,61,English,A woman is applying makeup to her face.

buJ5HDCinrM,150,166,617730,unverified,20,English,A woman is applying makeup to her face.

buJ5HDCinrM,150,166,158187,unverified,19,English,A woman is applying makeup.

buJ5HDCinrM,150,166,169072,unverified,43,English,A woman is applying something on her face.

buJ5HDCinrM,150,166,108687,unverified,88,English,A woman is giving makeup advice.

buJ5HDCinrM,150,166,611139,unverified,59,English,A woman is making up her face.

buJ5HDCinrM,150,166,651813,unverified,16,English,A woman is placing makeup on her face.

buJ5HDCinrM,150,166,799001,unverified,27,English,A woman is putting on makeup.

buJ5HDCinrM,150,166,373663,unverified,36,English,A woman is putting on makeup.

buJ5HDCinrM,150,166,169605,unverified,561,English,A woman is putting on makeup.

buJ5HDCinrM,150,166,257511,unverified,36,English,A woman is showing how to apply foundation.

buJ5HDCinrM,150,166,502429,unverified,943,English,A woman is showing makeup tips.

buJ5HDCinrM,150,166,597124,unverified,178,English,A woman shows how to create a Kim Kardasian makeover look.

buJ5HDCinrM,150,166,132126,unverified,221,English,A young woman's beautifully made-up eyes.

buJ5HDCinrM,150,166,705358,unverified,195,English,KIm kardashian makeup on face

buJ5HDCinrM,150,166,762891,unverified,25,English,The woman is applying makeup.

buJ5HDCinrM,150,166,497691,unverified,85,English,A GIRL IS TEACHING ABOUT SOMEONE.

buJ5HDCinrM,150,166,818922,unverified,89,English,A LADY IS DOING MAKE UP.

buJ5HDCinrM,150,166,236993,unverified,16,English,AN WOMEN EYES

buJ5HDCinrM,150,166,965612,unverified,86,English,the girl is giving speech

buJ5HDCinrM,150,166,418656,unverified,86,English,A lady is doing make up!

buJ5HDCinrM,150,166,268378,unverified,213,English,"This video will show you how to do a complete facial makeover, so you can look like a star in no time!"

buJ5HDCinrM,150,166,280252,unverified,25,Hindi,एक लड़की मेक-अप करना शीखा रही है.

buJ5HDCinrM,150,166,553067,unverified,46,Dutch,Dame vertelt kennelijk iets over haar wangen.

buJ5HDCinrM,150,166,675312,unverified,39,Russian,Женщина наносит макияж на лицо.

buJ5HDCinrM,150,166,537519,unverified,1078,Arabic,محترفة ماكياج تضل بعض المساحسق على وجهها

buJ5HDCinrM,150,166,120197,unverified,31,Italian,Una ragazza si trucca

M_TP6UTrh30,343,358,588702,unverified,55,Slovene,Glasbena skupina igra na odru pred množico.

M_TP6UTrh30,343,358,588702,unverified,41,Slovene,Skupina glasbenikov igra pred množico ljudi.

M_TP6UTrh30,343,358,914223,unverified,77,German,Die Band spielt inmitten einer großen Menschenmenge.

M_TP6UTrh30,343,358,968828,unverified,53,German,Eine Band spielt vor einem grossen Publikum.

M_TP6UTrh30,343,358,984231,unverified,26,Romanian,O formatie canta pe o scena exterioara.

M_TP6UTrh30,343,358,116080,unverified,39,Romanian,O trupa rock susţine un concert.

M_TP6UTrh30,343,358,116080,unverified,91,Romanian,Un trupa susine un concert.

M_TP6UTrh30,343,358,553067,unverified,38,Dutch,Band speelt voor grote menigte.

M_TP6UTrh30,343,358,408475,unverified,23,Dutch,Een rockbandje speelt voor een massa mensen op straat.

M_TP6UTrh30,343,358,180998,unverified,33,French,Un groupe de musiciens performe sur scene.

M_TP6UTrh30,343,358,197912,unverified,107,Gujarati,મંચ પર ગીત સંગીતનો જાહેર જલસો થઇ રહ્યો છે

M_TP6UTrh30,343,358,339861,unverified,56,Hindi,एक लोग गाना गा रहे हैं.

M_TP6UTrh30,343,358,818922,unverified,99,Hindi,२ से ३ आदमी गुइतर भज कर गा रहा है.

M_TP6UTrh30,343,358,161492,unverified,39,Hindi,लोग म्यूजिक बजरही हे

M_TP6UTrh30,343,358,797651,unverified,35,Hindi,सारे लोअग बहुत मजे से लिखे करते हैं म्यूजिक

M_TP6UTrh30,343,358,429648,unverified,26,Spanish,Un grupo toca música ante una multitud

M_TP6UTrh30,343,358,374994,clean,37,English,A band is performing for a large crowd.

M_TP6UTrh30,343,358,280252,clean,53,English,A band is performing on a stage outside.

M_TP6UTrh30,343,358,275759,clean,14,English,A band is performing out stage.

M_TP6UTrh30,343,358,651813,clean,15,English,A band is playing for a group of people.

M_TP6UTrh30,343,358,922727,clean,22,English,A band is playing outside.

M_TP6UTrh30,343,358,617730,clean,14,English,A band is playing to a large crowd.

M_TP6UTrh30,343,358,825347,clean,14,English,A band on stage is playing in front of a large crowd.

M_TP6UTrh30,343,358,297776,clean,36,English,A band performs on a stage.

